,index,section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,timestamp [ns]_for_grouping,ref_center_x,ref_center_y,ref_coordinates,tag
12,559,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,2800.01,203.788,730.746,1.0,,,1634115995251221329,181,730,"(181, 730)",noise
13,568,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,2844.051,172.743,676.396,1.0,,,1634115995295262329,150,675,"(150, 675)",noise
14,574,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,2875.999,130.511,639.505,1.0,,,1634115995327210329,108,639,"(108, 639)",m feet
15,578,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,2895.99,147.009,645.334,1.0,,,1634115995347201329,124,645,"(124, 645)",m feet
16,587,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,2940.013,161.388,632.344,1.0,7.0,,1634115995391224329,138,631,"(138, 631)",m feet
17,593,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,2972.045,153.538,621.091,1.0,7.0,,1634115995423256329,130,620,"(130, 620)",m feet
18,599,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3000.012,150.866,617.186,1.0,7.0,,1634115995451223329,127,616,"(127, 616)",noise
19,607,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3040.048,139.4,611.932,1.0,7.0,,1634115995491259329,115,611,"(115, 611)",noise
20,614,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3075.99,136.805,603.75,1.0,7.0,,1634115995527201329,113,602,"(113, 602)",noise
21,620,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3104.054,133.518,595.861,1.0,7.0,,1634115995555265329,688,189,"(688, 189)",noise
22,626,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3135.998,131.291,599.914,1.0,7.0,,1634115995587209329,107,599,"(107, 599)",noise
23,633,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3172.071,143.537,603.156,1.0,7.0,,1634115995623282329,120,601,"(120, 601)",noise
24,640,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3204.087,151.5,599.703,1.0,7.0,,1634115995655298329,128,598,"(128, 598)",noise
25,648,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3243.875,166.232,603.023,1.0,7.0,,1634115995695086329,142,601,"(142, 601)",noise
26,653,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3272.026,165.796,603.706,1.0,7.0,,1634115995723237329,141,602,"(141, 602)",noise
27,660,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3304.092,159.469,603.058,1.0,7.0,,1634115995755303329,134,601,"(134, 601)",noise
28,667,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3340.03,157.32,604.329,1.0,7.0,,1634115995791241329,132,602,"(132, 602)",noise
29,673,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3372.013,152.149,606.681,1.0,7.0,,1634115995823224329,128,605,"(128, 605)",noise
30,680,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3404.008,148.309,609.016,1.0,7.0,,1634115995855219329,123,607,"(123, 607)",noise
31,688,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3444.015,163.126,615.716,1.0,7.0,,1634115995895226329,139,613,"(139, 613)",noise
32,693,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3472.105,165.471,616.208,1.0,7.0,,1634115995923316329,141,613,"(141, 613)",noise
33,700,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3503.925,198.113,664.407,1.0,,,1634115995955136329,173,661,"(173, 661)",m feet
34,708,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3543.887,235.691,715.725,1.0,8.0,,1634115995995098329,211,715,"(211, 715)",noise
35,713,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3572.053,254.184,734.913,1.0,8.0,,1634115996023264329,229,735,"(229, 735)",noise
36,720,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3603.88,258.458,726.942,1.0,8.0,,1634115996055091329,232,727,"(232, 727)",noise
37,726,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3635.954,256.506,725.732,1.0,8.0,,1634115996087165329,230,726,"(230, 726)",noise
38,734,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3676.003,251.093,711.698,1.0,8.0,,1634115996127214329,225,712,"(225, 712)",noise
39,739,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3700.023,248.388,723.841,1.0,8.0,,1634115996151234329,222,723,"(222, 723)",noise
40,746,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3735.943,248.02,725.37,1.0,8.0,,1634115996187154329,222,723,"(222, 723)",noise
41,753,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3772.014,254.953,714.53,1.0,8.0,,1634115996223225329,229,711,"(229, 711)",noise
42,760,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3807.894,238.803,700.085,1.0,,,1634115996259105329,213,695,"(213, 695)",noise
43,767,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3839.896,217.192,619.093,1.0,,,1634115996291107329,191,613,"(191, 613)",noise
44,772,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3868.022,207.221,581.224,1.0,,,1634115996319233329,181,574,"(181, 574)",noise
45,779,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3900.026,204.344,556.303,1.0,9.0,,1634115996351237329,180,549,"(180, 549)",noise
46,786,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3935.889,203.884,559.096,1.0,9.0,,1634115996387100329,403,510,"(403, 510)",bg
47,794,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3976.023,202.405,569.097,1.0,9.0,,1634115996427234329,177,562,"(177, 562)",noise
48,799,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,3999.885,205.54,568.04,1.0,9.0,,1634115996451096329,181,561,"(181, 561)",noise
49,807,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4040.011,206.288,566.409,1.0,9.0,,1634115996491222329,182,559,"(182, 559)",noise
50,812,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4068.021,205.516,558.21,1.0,9.0,,1634115996519232329,182,550,"(182, 550)",noise
51,820,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4107.9,204.569,554.558,1.0,9.0,,1634115996559111329,182,547,"(182, 547)",noise
52,826,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4136.002,205.808,556.509,1.0,9.0,,1634115996587213329,183,550,"(183, 550)",noise
53,832,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4168.022,206.29,559.687,1.0,9.0,,1634115996619233329,183,553,"(183, 553)",noise
54,839,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4199.885,209.324,563.387,1.0,9.0,,1634115996651096329,185,556,"(185, 556)",noise
55,846,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4236.001,219.193,554.07,1.0,9.0,,1634115996687212329,195,547,"(195, 547)",noise
56,853,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4272.058,220.778,552.344,1.0,9.0,,1634115996723269329,197,547,"(197, 547)",noise
57,859,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4300.004,231.767,549.432,1.0,9.0,,1634115996751215329,206,545,"(206, 545)",noise
58,866,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4335.952,235.879,548.892,1.0,9.0,,1634115996787163329,209,547,"(209, 547)",noise
59,873,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4372.046,248.616,551.709,1.0,9.0,,1634115996823257329,220,551,"(220, 551)",noise
60,879,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4403.908,249.946,551.547,1.0,9.0,,1634115996855119329,220,551,"(220, 551)",noise
61,886,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4436.021,244.989,554.397,1.0,9.0,,1634115996887232329,213,551,"(213, 551)",noise
62,893,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4472.039,252.666,553.938,1.0,9.0,,1634115996923250329,221,552,"(221, 552)",noise
63,899,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4503.989,253.999,552.341,1.0,9.0,,1634115996955200329,222,550,"(222, 550)",noise
64,906,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4536.01,273.324,574.791,1.0,9.0,,1634115996987221329,240,573,"(240, 573)",noise
65,913,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4572.016,278.117,573.483,1.0,9.0,,1634115997023227329,245,571,"(245, 571)",bg
66,920,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4607.997,279.64,579.813,1.0,9.0,,1634115997059208329,246,578,"(246, 578)",bg
67,926,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4635.971,283.263,581.257,1.0,9.0,,1634115997087182329,249,580,"(249, 580)",noise
68,933,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4672.001,287.692,577.41,1.0,9.0,,1634115997123212329,253,577,"(253, 577)",bg
69,939,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4703.863,287.12,575.56,1.0,9.0,,1634115997155074329,252,576,"(252, 576)",bg
70,946,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4735.997,288.655,576.509,1.0,9.0,,1634115997187208329,254,577,"(254, 577)",bg
71,954,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4775.916,291.692,573.296,1.0,9.0,,1634115997227127329,257,574,"(257, 574)",bg
72,959,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4804.038,261.624,580.606,1.0,,,1634115997255249329,227,582,"(227, 582)",noise
73,966,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4835.862,152.643,613.857,1.0,,,1634115997287073329,117,617,"(117, 617)",noise
74,973,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4872.091,163.752,599.119,1.0,10.0,,1634115997323302329,129,601,"(129, 601)",noise
75,980,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4907.987,166.601,592.596,1.0,10.0,,1634115997359198329,131,595,"(131, 595)",noise
76,986,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4936.097,165.029,593.564,1.0,10.0,,1634115997387308329,129,596,"(129, 596)",noise
77,992,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,4967.951,160.689,593.976,1.0,10.0,,1634115997419162329,125,596,"(125, 596)",noise
78,999,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5003.882,156.336,600.426,1.0,10.0,,1634115997455093329,120,602,"(120, 602)",noise
79,1006,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5035.977,156.106,604.013,1.0,10.0,,1634115997487188329,119,607,"(119, 607)",noise
80,1013,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5071.952,159.385,601.119,1.0,10.0,,1634115997523163329,122,604,"(122, 604)",noise
81,1019,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5103.984,147.258,601.8,1.0,10.0,,1634115997555195329,111,604,"(111, 604)",noise
82,1026,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5139.969,145.03,601.2,1.0,10.0,,1634115997591180329,108,603,"(108, 603)",noise
83,1033,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5171.924,146.802,602.799,1.0,10.0,,1634115997623135329,110,604,"(110, 604)",noise
84,1039,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5203.986,155.06,617.5,1.0,10.0,,1634115997655197329,117,619,"(117, 619)",m feet
85,1045,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5231.998,158.088,621.734,1.0,10.0,,1634115997683209329,120,622,"(120, 622)",m feet
86,1051,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5263.971,160.293,617.473,1.0,10.0,,1634115997715182329,122,617,"(122, 617)",noise
87,1059,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5303.854,161.833,613.621,1.0,10.0,,1634115997755065329,124,614,"(124, 614)",noise
88,1065,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5332.085,165.765,622.431,1.0,,,1634115997783296329,128,622,"(128, 622)",m feet
89,1073,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5372.036,193.367,698.16,1.0,,,1634115997823247329,155,699,"(155, 699)",noise
90,1078,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5399.933,238.311,753.047,1.0,11.0,,1634115997851144329,201,755,"(201, 755)",l base
91,1086,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5439.968,234.642,731.185,1.0,11.0,,1634115997891179329,198,734,"(198, 734)",noise
92,1093,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5471.97,231.176,724.734,1.0,11.0,,1634115997923181329,194,729,"(194, 729)",noise
93,1099,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5503.941,221.215,725.904,1.0,11.0,,1634115997955152329,182,730,"(182, 730)",noise
94,1105,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5532.018,221.809,736.721,1.0,11.0,,1634115997983229329,183,742,"(183, 742)",noise
95,1113,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5571.949,225.495,734.706,1.0,11.0,,1634115998023160329,188,741,"(188, 741)",noise
96,1118,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5599.949,233.475,740.456,1.0,11.0,,1634115998051160329,194,746,"(194, 746)",l base
97,1125,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5632.04,251.853,736.978,1.0,11.0,,1634115998083251329,213,743,"(213, 743)",l base
98,1133,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5671.948,256.888,772.909,1.0,,,1634115998123159329,218,780,"(218, 780)",l base
99,1139,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5703.801,260.115,797.731,1.0,12.0,,1634115998155012329,221,805,"(221, 805)",l base
100,1145,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5731.98,264.664,793.357,1.0,12.0,,1634115998183191329,226,800,"(226, 800)",l base
101,1153,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5771.996,276.205,794.407,1.0,12.0,,1634115998223207329,237,802,"(237, 802)",l base
102,1159,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5803.995,282.083,795.437,1.0,12.0,,1634115998255206329,242,803,"(242, 803)",l base
103,1165,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5831.856,269.588,804.182,1.0,12.0,,1634115998283067329,230,813,"(230, 813)",l base
104,1173,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5872.002,269.338,794.297,1.0,12.0,,1634115998323213329,229,803,"(229, 803)",l base
105,1179,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5903.841,269.115,797.259,1.0,12.0,,1634115998355052329,228,805,"(228, 805)",l base
106,1186,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5939.932,270.099,800.906,1.0,12.0,,1634115998391143329,229,808,"(229, 808)",l base
107,1193,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,5972.136,268.862,795.617,1.0,12.0,,1634115998423347329,227,802,"(227, 802)",l base
108,1199,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6004.013,267.231,798.846,1.0,12.0,,1634115998455224329,225,804,"(225, 804)",l base
109,1205,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6036.16,259.241,800.582,1.0,12.0,,1634115998487371329,216,806,"(216, 806)",l base
110,1212,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6068.001,265.135,801.885,1.0,,,1634115998519212329,222,806,"(222, 806)",l base
111,1217,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6095.821,352.476,808.452,1.0,,,1634115998547032329,309,811,"(309, 811)",l base
112,1225,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6135.978,453.546,811.343,1.0,,,1634115998587189329,412,813,"(412, 813)",l base
113,1232,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6167.998,456.903,812.944,1.0,13.0,,1634115998619209329,415,814,"(415, 814)",l base
114,1239,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6203.866,433.926,809.268,1.0,13.0,,1634115998655077329,392,809,"(392, 809)",l base
115,1244,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6227.999,422.957,808.269,1.0,13.0,,1634115998679210329,380,809,"(380, 809)",l base
116,1252,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6268.061,481.303,808.731,1.0,,,1634115998719272329,438,809,"(438, 809)",crack
117,1257,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6296.047,502.296,806.388,1.0,14.0,,1634115998747258329,458,806,"(458, 806)",crack
118,1264,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6328.017,506.855,799.929,1.0,14.0,,1634115998779228329,463,800,"(463, 800)",crack
119,1270,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6360.068,500.128,792.353,1.0,14.0,,1634115998811279329,456,792,"(456, 792)",crack
120,1277,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6395.888,511.796,788.348,1.0,14.0,,1634115998847099329,468,787,"(468, 787)",crack
121,1283,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6424.013,527.664,787.349,1.0,14.0,,1634115998875224329,484,786,"(484, 786)",crack
122,1290,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6460.003,511.659,787.994,1.0,14.0,,1634115998911214329,468,788,"(468, 788)",crack
123,1297,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6495.946,518.636,783.451,1.0,14.0,,1634115998947157329,475,783,"(475, 783)",crack
124,1304,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6528.025,530.548,785.142,1.0,14.0,,1634115998979236329,486,785,"(486, 785)",noise
125,1311,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6564.006,542.763,784.61,1.0,14.0,,1634115999015217329,497,786,"(497, 786)",r base
126,1317,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6595.997,544.933,786.556,1.0,14.0,,1634115999047208329,499,788,"(499, 788)",r base
127,1323,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6624.031,551.439,784.893,1.0,14.0,,1634115999075242329,505,786,"(505, 786)",r base
128,1329,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6655.975,556.83,786.475,1.0,14.0,,1634115999107186329,511,786,"(511, 786)",r base
129,1337,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6695.873,547.752,789.154,1.0,14.0,,1634115999147084329,502,789,"(502, 789)",r base
130,1343,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6724.014,553.379,796.084,1.0,14.0,,1634115999175225329,507,796,"(507, 796)",r base
131,1350,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6760.06,559.286,793.396,1.0,14.0,,1634115999211271329,513,793,"(513, 793)",r base
132,1356,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6792.016,560.089,794.339,1.0,14.0,,1634115999243227329,514,794,"(514, 794)",r base
133,1363,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6823.946,559.5,793.154,1.0,14.0,,1634115999275157329,513,793,"(513, 793)",r base
134,1369,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6856.041,555.03,788.276,1.0,14.0,,1634115999307252329,508,788,"(508, 788)",r base
135,1377,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6896.049,534.456,794.438,1.0,14.0,,1634115999347260329,488,794,"(488, 794)",noise
136,1383,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6924.03,530.936,793.788,1.0,14.0,,1634115999375241329,485,794,"(485, 794)",noise
137,1390,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6960.061,518.919,793.771,1.0,14.0,,1634115999411272329,473,795,"(473, 795)",crack
138,1397,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,6996.215,516.826,792.293,1.0,14.0,,1634115999447426329,472,793,"(472, 793)",crack
