,seconds ,point x ,point y ,point z ,pupil diameter,flag
566,8.01,368.9,90.72,873.65,0.0,-
567,8.02,367.27,90.66,873.65,0.0,-
568,8.03,365.8,90.65,873.65,0.0,-
569,8.04,364.61,90.65,873.65,0.0,-
570,8.05,363.6,90.62,873.65,0.0,-
571,8.06,363.0,90.65,873.65,0.0,-
572,8.07,362.42,90.56,873.65,0.0,-
573,8.08,362.29,90.36,873.65,0.0,-
574,8.1,362.52,89.98,873.65,0.0,-
575,8.11,363.06,89.84,873.65,0.0,-
576,8.12,363.83,89.33,873.65,0.0,-
577,8.13,365.03,89.17,873.65,0.0,-
578,8.14,366.57,88.9,873.65,0.0,-
579,8.15,368.28,88.79,873.65,0.0,-
580,8.16,370.53,88.61,873.65,0.0,-
581,8.17,372.8,88.43,873.65,0.0,-
582,8.18,375.52,88.08,873.65,0.0,-
583,8.2,378.25,87.36,873.65,0.0,-
584,8.21,381.14,86.56,873.65,0.0,-
585,8.22,384.01,85.31,873.65,0.0,-
586,8.23,386.88,84.28,873.65,0.0,-
587,8.24,389.88,82.82,873.65,0.0,-
588,8.25,392.57,81.43,873.65,0.0,-
589,8.26,395.49,80.05,873.65,0.0,-
590,8.27,398.31,78.87,873.65,0.0,-
591,8.28,401.13,78.13,873.65,0.0,-
592,8.3,403.98,77.64,873.65,0.0,-
593,8.31,406.65,77.25,873.65,0.0,-
594,8.32,409.65,77.18,873.65,0.0,-
595,8.33,412.48,77.29,873.65,0.0,-
596,8.34,415.21,77.64,873.65,0.0,-
597,8.35,418.31,78.01,873.65,0.0,-
598,8.36,421.19,78.33,873.65,0.0,-
599,8.37,424.28,78.56,873.65,0.0,-
600,8.38,427.52,78.29,873.65,0.0,-
601,8.4,430.53,78.03,873.65,0.0,-
602,8.41,433.58,77.34,873.65,0.0,-
603,8.42,436.72,76.58,873.65,0.0,-
604,8.43,439.8,75.68,873.65,0.0,-
605,8.44,442.99,74.85,873.65,0.0,-
606,8.45,445.96,73.77,873.65,0.0,-
607,8.46,449.09,72.77,873.65,0.0,-
608,8.47,451.74,71.86,873.65,0.0,-
609,8.48,454.49,70.83,873.65,0.0,-
610,8.5,457.02,69.99,873.65,0.0,-
611,8.51,459.13,69.14,873.65,0.0,-
612,8.52,461.29,68.33,873.65,0.0,-
613,8.53,463.0,67.89,873.65,0.0,-
614,8.54,464.45,67.67,873.65,0.0,-
615,8.55,465.62,67.77,873.65,0.0,-
616,8.56,466.72,68.06,873.65,0.0,-
617,8.57,467.44,68.78,873.65,0.0,-
618,8.58,468.22,69.83,873.65,0.0,-
619,8.6,468.95,70.87,873.65,0.0,-
620,8.61,65.89,-15.72,59.63,5.01,-
621,8.62,74.78,-15.72,65.57,5.03,-
622,8.63,74.99,-15.72,64.44,5.05,-
623,8.64,75.39,-15.72,64.76,5.05,-
624,8.65,91.2,-15.72,80.59,4.9,-
625,8.66,86.75,-15.72,76.4,5.0,-
626,8.67,77.99,-15.72,70.57,4.95,-
627,8.68,75.59,-15.72,66.18,4.98,-
628,8.69,82.43,-15.72,73.31,4.9,-
629,8.71,84.6,-15.72,74.66,4.96,-
630,8.72,82.77,-15.72,72.85,5.46,-
631,8.73,75.3,-15.72,67.36,5.34,-
632,8.74,70.28,-15.72,63.28,5.18,-
633,8.75,69.28,-15.72,62.16,5.16,-
634,8.76,68.51,-15.72,61.28,5.15,-
635,8.77,62.12,-15.72,57.56,5.19,-
636,8.78,60.32,-15.72,55.5,5.17,-
637,8.79,59.25,-15.72,54.14,5.16,-
638,8.81,59.21,-15.72,54.17,5.14,-
639,8.82,59.3,-15.72,54.05,5.32,-
640,8.83,59.25,-15.72,53.77,5.33,-
641,8.84,59.3,-15.72,53.65,5.34,-
642,8.85,59.62,-15.72,53.95,5.33,-
643,8.86,59.98,-15.72,54.25,5.17,-
644,8.87,63.41,-15.72,57.5,5.05,-
645,8.88,60.15,-15.72,54.7,5.06,-
646,8.89,60.03,-15.72,54.17,5.03,-
647,8.91,59.79,-15.72,54.38,5.05,-
648,8.92,59.83,-15.72,54.68,5.39,-
649,8.93,60.47,-15.72,55.16,5.39,-
650,8.94,60.9,-15.72,55.48,5.2,-
651,8.95,61.22,-15.72,55.75,5.08,-
652,8.96,60.7,-15.72,55.25,5.11,-
653,8.97,61.6,-15.72,56.01,5.11,-
654,8.98,62.28,-15.72,56.63,5.12,-
655,8.99,62.33,-15.72,56.72,5.13,-
656,9.01,62.31,-15.72,56.67,5.33,-
657,9.02,62.43,-15.72,56.87,5.31,-
658,9.03,62.9,-15.72,57.41,5.51,-
659,9.04,63.19,-15.72,57.58,5.15,-
660,9.05,63.71,-15.72,58.61,5.25,-
661,9.06,64.11,-15.72,58.91,5.21,-
662,9.07,65.07,-15.72,59.03,5.16,-
663,9.08,65.74,-15.72,59.49,5.16,-
664,9.09,65.86,-15.72,60.08,5.28,-
665,9.11,66.39,-15.72,60.77,5.42,-
666,9.12,66.96,-15.72,61.15,5.6,-
667,9.13,65.96,-15.72,60.37,5.5,-
668,9.14,67.77,-15.72,62.03,5.51,-
669,9.15,66.68,-15.72,61.27,5.47,-
670,9.16,66.46,-15.72,61.12,5.47,-
671,9.17,65.98,-15.72,60.86,5.17,-
672,9.18,65.68,-15.72,60.78,5.37,-
673,9.19,64.21,-15.72,56.82,5.28,-
674,9.21,56.44,-15.72,54.9,5.14,-
675,9.22,53.7,-15.72,63.89,6.07,-
676,9.23,76.72,-15.72,94.72,5.53,-
677,9.24,72.48,-15.72,90.57,5.25,-
678,9.25,82.35,-15.72,103.74,4.93,-
679,9.26,72.54,-15.72,90.61,5.09,-
680,9.27,73.21,-15.72,91.06,5.22,-
681,9.28,76.21,-15.72,95.46,5.2,-
682,9.3,79.91,-15.72,100.66,5.34,-
683,9.31,80.37,-15.72,101.61,5.43,-
684,9.32,81.12,-15.72,102.36,5.56,-
685,9.33,81.32,-15.72,102.18,5.6,-
686,9.34,80.86,-15.72,101.47,5.72,-
687,9.35,81.73,-15.72,102.06,5.71,-
688,9.36,82.3,-15.72,102.78,5.65,-
689,9.37,82.27,-15.72,102.48,5.41,-
690,9.38,92.98,-15.72,114.97,5.68,-
691,9.39,94.88,-15.72,117.05,5.26,-
692,9.41,99.6,-15.72,123.49,5.31,-
693,9.42,97.57,-15.72,120.49,5.27,-
694,9.43,96.78,-15.72,118.83,5.29,-
695,9.44,99.66,-15.72,123.12,5.2,-
696,9.45,98.02,-15.72,121.45,5.36,-
697,9.46,88.13,-15.72,109.62,5.41,-
698,9.47,86.19,-15.72,108.07,5.34,-
699,9.48,68.81,-15.72,87.99,5.22,-
700,9.49,67.91,-15.72,86.84,5.41,-
701,9.51,67.83,-15.72,87.93,5.44,-
702,9.52,59.15,-15.72,77.83,5.28,-
703,9.53,58.34,-15.72,77.37,5.26,-
704,9.54,56.27,-15.72,75.25,5.26,-
705,9.55,56.25,-15.72,75.43,5.27,-
706,9.56,56.74,-15.72,76.27,5.26,-
707,9.57,56.52,-15.72,76.13,5.26,-
708,9.58,59.84,-15.72,68.33,5.24,-
709,9.59,57.93,-15.72,72.73,5.23,-
710,9.6,60.69,-15.72,79.51,5.18,-
711,9.62,63.37,-15.72,84.61,5.27,-
712,9.63,62.54,-15.72,82.53,5.24,-
713,9.64,66.9,-15.72,87.86,5.28,-
714,9.65,65.14,-15.72,85.83,5.4,-
715,9.66,64.97,-15.72,79.95,5.3,-
716,9.67,95.04,-15.72,123.55,5.41,-
717,9.68,608.06,-15.72,566.31,5.32,-
718,9.69,68.65,-15.72,50.14,4.97,-
719,9.7,46.81,-15.72,65.28,5.16,-
720,9.72,233.97,-15.72,302.8,5.53,-
721,9.73,236.19,-15.72,298.44,5.73,-
722,9.74,235.62,-15.72,298.17,0.0,-
723,9.75,235.54,-15.72,298.48,0.0,-
724,9.76,236.01,-15.72,299.45,0.0,-
725,9.79,70.35,-15.72,81.25,4.11,-
726,9.8,136.34,-15.72,146.15,4.56,-
727,9.82,54.58,-15.72,70.87,5.5,-
728,9.83,63.42,-15.72,89.49,5.71,-
729,9.84,60.69,-15.72,89.86,5.09,-
730,9.85,51.66,-15.72,70.97,4.8,-
731,9.86,45.61,-15.72,69.02,4.79,-
732,9.87,41.33,-15.72,60.11,4.66,-
733,9.88,26.05,-15.72,44.09,4.21,-
734,9.89,37.1,-15.72,54.86,4.25,-
735,9.9,37.31,-15.72,55.12,0.0,-
736,9.92,37.56,-15.72,55.42,0.0,-
737,9.93,37.82,-15.72,55.7,0.0,-
738,9.94,38.1,-15.72,56.01,0.0,-
739,9.95,38.38,-15.72,56.33,0.0,-
740,9.96,38.67,-15.72,56.62,0.0,-
741,9.97,38.95,-15.72,56.91,0.0,-
742,9.98,39.19,-15.72,57.11,0.0,-
743,9.99,39.46,-15.72,57.35,0.0,-
744,10.01,39.66,-15.72,57.49,0.0,-
745,10.02,39.84,-15.72,57.61,0.0,-
746,10.03,39.97,-15.72,57.65,0.0,-
747,10.04,40.09,-15.72,57.66,0.0,-
748,10.05,40.14,-15.72,57.56,0.0,-
749,10.06,40.19,-15.72,57.46,0.0,-
750,10.07,40.23,-15.72,57.35,0.0,-
751,10.08,40.25,-15.72,57.19,0.0,-
752,10.09,40.25,-15.72,57.02,0.0,-
753,10.11,40.22,-15.72,56.81,0.0,-
754,10.12,40.19,-15.72,56.62,0.0,-
755,10.13,40.16,-15.72,56.42,0.0,-
756,10.14,40.1,-15.72,56.21,0.0,-
757,10.15,40.02,-15.72,55.98,0.0,-
758,10.16,39.93,-15.72,55.77,0.0,-
759,10.17,39.84,-15.72,55.57,0.0,-
760,10.18,39.79,-15.72,55.44,0.0,-
761,10.19,39.73,-15.72,55.32,0.0,-
762,10.21,39.66,-15.72,55.27,0.0,-
763,10.22,39.64,-15.72,55.27,0.0,-
764,10.23,39.6,-15.72,55.28,0.0,-
765,10.24,39.6,-15.72,55.38,0.0,-
766,10.25,39.58,-15.72,55.47,0.0,-
767,10.26,39.57,-15.72,55.61,0.0,-
768,10.27,39.55,-15.72,55.77,0.0,-
769,10.28,39.52,-15.72,55.91,0.0,-
770,10.29,39.49,-15.72,56.06,0.0,-
771,10.31,39.44,-15.72,56.22,0.0,-
772,10.32,39.41,-15.72,56.42,0.0,-
773,10.33,39.39,-15.72,56.62,0.0,-
774,10.34,39.36,-15.72,56.82,0.0,-
775,10.35,39.35,-15.72,57.08,0.0,-
776,10.36,39.3,-15.72,57.26,0.0,-
777,10.37,39.24,-15.72,57.46,0.0,-
778,10.38,39.16,-15.72,57.62,0.0,-
779,10.39,39.0,-15.72,57.65,0.0,-
780,10.4,38.85,-15.72,57.7,0.0,-
781,10.42,38.63,-15.72,57.62,0.0,-
782,10.43,38.42,-15.72,57.53,0.0,-
783,10.44,38.24,-15.72,57.45,0.0,-
784,10.45,38.05,-15.72,57.35,0.0,-
785,10.46,37.87,-15.72,57.24,0.0,-
786,10.47,37.72,-15.72,57.12,0.0,-
787,10.48,37.6,-15.72,57.02,0.0,-
788,10.49,37.57,-15.72,57.05,0.0,-
789,10.51,37.56,-15.72,57.04,0.0,-
790,10.52,37.57,-15.72,57.07,0.0,-
791,10.53,37.62,-15.72,57.1,0.0,-
792,10.54,37.68,-15.72,57.16,0.0,-
793,10.55,37.77,-15.72,57.21,0.0,-
794,10.56,37.84,-15.72,57.26,0.0,-
795,10.57,37.94,-15.72,57.32,0.0,-
796,10.58,38.06,-15.72,57.4,0.0,-
797,10.59,38.21,-15.72,57.55,0.0,-
798,10.6,38.31,-15.72,57.61,0.0,-
799,10.62,38.43,-15.72,57.7,0.0,-
800,10.63,38.48,-15.72,57.72,0.0,-
801,10.64,38.5,-15.72,57.71,0.0,-
802,10.65,38.48,-15.72,57.64,0.0,-
803,10.66,38.46,-15.72,57.59,0.0,-
804,10.67,38.41,-15.72,57.52,0.0,-
805,10.68,38.31,-15.72,57.39,0.0,-
806,10.69,38.19,-15.72,57.24,0.0,-
807,10.7,38.03,-15.72,57.09,0.0,-
808,10.72,37.87,-15.72,56.93,0.0,-
809,10.73,37.7,-15.72,56.78,0.0,-
810,10.74,37.55,-15.72,56.67,0.0,-
811,10.75,37.38,-15.72,56.58,0.0,-
812,10.76,37.21,-15.72,56.51,0.0,-
813,10.77,37.05,-15.72,56.44,0.0,-
814,10.78,36.92,-15.72,56.42,0.0,-
815,10.79,36.78,-15.72,56.41,0.0,-
816,10.81,36.68,-15.72,56.45,0.0,-
817,10.82,36.59,-15.72,56.48,0.0,-
818,10.83,36.52,-15.72,56.54,0.0,-
819,10.84,10.42,-15.72,58.46,3.9,-
820,10.85,10.36,-15.72,58.45,0.0,-
821,10.86,10.3,-15.72,58.42,0.0,-
822,10.87,10.25,-15.72,58.35,0.0,-
823,10.88,10.2,-15.72,58.28,0.0,-
824,10.89,10.14,-15.72,58.19,0.0,-
825,10.9,10.1,-15.72,58.08,0.0,-
826,10.92,10.06,-15.72,57.97,0.0,-
827,10.93,10.02,-15.72,57.82,0.0,-
828,10.94,9.99,-15.72,57.7,0.0,-
829,10.95,9.96,-15.72,57.57,0.0,-
830,10.96,9.93,-15.72,57.43,0.0,-
831,10.97,13.96,-15.72,78.96,3.81,-
832,10.98,13.91,-15.72,78.77,0.0,-
833,10.99,13.87,-15.72,78.59,0.0,-
834,11.0,13.81,-15.72,78.44,0.0,-
835,11.02,13.78,-15.72,78.31,0.0,-
836,11.03,13.77,-15.72,78.12,0.0,-
837,11.04,13.76,-15.72,78.0,0.0,-
838,11.05,13.81,-15.72,77.98,0.0,-
839,11.06,13.89,-15.72,78.03,0.0,-
840,11.07,13.97,-15.72,78.11,0.0,-
841,11.08,14.11,-15.72,78.38,0.0,-
842,11.09,14.27,-15.72,78.61,0.0,-
843,11.1,14.46,-15.72,78.95,0.0,-
844,11.12,14.64,-15.72,79.22,0.0,-
845,11.13,14.82,-15.72,79.48,0.0,-
846,11.14,15.02,-15.72,79.66,0.0,-
847,11.15,15.2,-15.72,79.8,0.0,-
848,11.16,15.35,-15.72,79.71,0.0,-
849,11.17,15.49,-15.72,79.64,0.0,-
850,11.18,15.63,-15.72,79.43,0.0,-
851,11.19,15.74,-15.72,79.11,0.0,-
852,11.2,15.86,-15.72,78.84,0.0,-
853,11.22,15.95,-15.72,78.53,0.0,-
854,11.23,16.06,-15.72,78.26,0.0,-
855,11.24,16.14,-15.72,77.98,0.0,-
856,11.25,16.22,-15.72,77.71,0.0,-
857,11.26,16.31,-15.72,77.44,0.0,-
858,11.27,16.38,-15.72,77.21,0.0,-
859,11.28,16.43,-15.72,76.93,0.0,-
860,11.29,16.48,-15.72,76.7,0.0,-
861,11.3,16.52,-15.72,76.53,0.0,-
862,11.32,16.55,-15.72,76.32,0.0,-
863,11.33,16.56,-15.72,76.19,0.0,-
864,11.34,16.6,-15.72,76.1,0.0,-
865,11.35,16.6,-15.72,76.02,0.0,-
866,11.36,16.6,-15.72,75.92,0.0,-
867,11.37,16.58,-15.72,75.84,0.0,-
868,11.38,16.56,-15.72,75.78,0.0,-
869,11.39,16.54,-15.72,75.72,0.0,-
870,11.4,16.49,-15.72,75.58,0.0,-
871,11.42,16.45,-15.72,75.49,0.0,-
872,11.43,16.38,-15.72,75.29,0.0,-
873,11.44,16.31,-15.72,75.1,0.0,-
874,11.45,16.24,-15.72,74.87,0.0,-
875,11.46,16.16,-15.72,74.62,0.0,-
876,11.47,16.07,-15.72,74.39,0.0,-
877,11.48,16.03,-15.72,74.22,0.0,-
878,11.49,15.97,-15.72,74.09,0.0,-
879,11.5,15.92,-15.72,73.98,0.0,-
880,11.52,15.89,-15.72,73.93,0.0,-
881,11.53,15.87,-15.72,73.92,0.0,-
882,11.54,15.86,-15.72,74.03,0.0,-
883,11.55,15.86,-15.72,74.21,0.0,-
884,11.56,15.89,-15.72,74.43,0.0,-
885,11.57,15.93,-15.72,74.79,0.0,-
886,11.58,15.97,-15.72,75.18,0.0,-
887,11.59,16.03,-15.72,75.62,0.0,-
888,11.6,16.1,-15.72,76.16,0.0,-
889,11.62,16.17,-15.72,76.66,0.0,-
890,11.63,16.26,-15.72,77.18,0.0,-
891,11.64,16.36,-15.72,77.71,0.0,-
892,11.65,16.45,-15.72,78.23,0.0,-
893,11.66,16.57,-15.72,78.81,0.0,-
894,11.67,16.7,-15.72,79.36,0.0,-
895,11.68,16.82,-15.72,79.86,0.0,-
896,11.69,16.95,-15.72,80.32,0.0,-
897,11.7,17.08,-15.72,80.71,0.0,-
898,11.72,17.17,-15.72,80.89,0.0,-
899,11.73,17.25,-15.72,80.98,0.0,-
900,11.74,17.28,-15.72,80.89,0.0,-
901,11.75,17.29,-15.72,80.68,0.0,-
902,11.76,17.27,-15.72,80.4,0.0,-
903,11.77,17.22,-15.72,79.94,0.0,-
904,11.78,17.17,-15.72,79.56,0.0,-
905,11.79,17.08,-15.72,79.12,0.0,-
906,11.8,16.99,-15.72,78.69,0.0,-
907,11.82,16.89,-15.72,78.31,0.0,-
908,11.83,16.79,-15.72,78.05,0.0,-
909,11.84,16.67,-15.72,77.79,0.0,-
910,11.85,16.57,-15.72,77.68,0.0,-
911,11.86,16.47,-15.72,77.59,0.0,-
912,11.87,16.37,-15.72,77.68,0.0,-
913,11.88,16.28,-15.72,77.79,0.0,-
914,11.89,16.19,-15.72,78.04,0.0,-
915,11.9,16.11,-15.72,78.36,0.0,-
916,11.92,16.03,-15.72,78.73,0.0,-
917,11.93,15.94,-15.72,79.09,0.0,-
918,11.94,15.82,-15.72,79.41,0.0,-
919,11.95,15.7,-15.72,79.77,0.0,-
920,11.96,15.54,-15.72,79.96,0.0,-
921,11.97,15.37,-15.72,80.16,0.0,-
922,11.98,15.2,-15.72,80.34,0.0,-
923,11.99,15.03,-15.72,80.45,0.0,-
924,12.0,14.89,-15.72,80.69,0.0,-
925,12.02,14.74,-15.72,80.82,0.0,-
926,12.03,14.62,-15.72,81.0,0.0,-
927,12.04,14.52,-15.72,81.23,0.0,-
928,12.05,14.45,-15.72,81.5,0.0,-
929,12.06,14.4,-15.72,81.74,0.0,-
930,12.07,14.38,-15.72,82.05,0.0,-
931,12.08,14.4,-15.72,82.4,0.0,-
932,12.09,14.44,-15.72,82.82,0.0,-
933,12.1,14.52,-15.72,83.27,0.0,-
934,12.12,14.59,-15.72,83.68,0.0,-
935,12.13,14.72,-15.72,84.23,0.0,-
936,12.14,14.83,-15.72,84.68,0.0,-
937,12.15,14.99,-15.72,85.14,0.0,-
938,12.16,15.16,-15.72,85.65,0.0,-
939,12.17,15.35,-15.72,86.21,0.0,-
940,12.18,15.56,-15.72,86.75,0.0,-
941,12.19,15.77,-15.72,87.31,0.0,-
942,12.2,16.0,-15.72,87.84,0.0,-
943,12.22,16.24,-15.72,88.38,0.0,-
944,12.23,16.42,-15.72,88.63,0.0,-
945,12.24,16.63,-15.72,88.94,0.0,-
946,12.25,16.83,-15.72,89.3,0.0,-
947,12.26,17.07,-15.72,89.74,0.0,-
948,12.27,17.29,-15.72,90.14,0.0,-
949,12.28,17.45,-15.72,90.31,0.0,-
950,12.29,17.64,-15.72,90.53,0.0,-
951,12.3,17.79,-15.72,90.53,0.0,-
952,12.32,17.99,-15.72,90.65,0.0,-
953,12.33,18.17,-15.72,90.71,0.0,-
954,12.34,18.32,-15.72,90.65,0.0,-
955,12.35,18.46,-15.72,90.6,0.0,-
956,12.36,18.6,-15.72,90.56,0.0,-
957,12.37,18.75,-15.72,90.56,0.0,-
958,12.38,18.92,-15.72,90.49,0.0,-
959,12.39,19.05,-15.72,90.42,0.0,-
960,12.4,19.21,-15.72,90.37,0.0,-
961,12.42,19.41,-15.72,90.53,0.0,-
962,12.43,19.66,-15.72,90.81,0.0,-
963,12.44,20.01,-15.72,91.45,0.0,-
964,12.45,20.38,-15.72,92.14,0.0,-
965,12.46,20.78,-15.72,92.99,0.0,-
966,12.47,21.2,-15.72,93.83,0.0,-
967,12.48,21.55,-15.72,94.41,0.0,-
968,12.49,21.85,-15.72,94.84,0.0,-
969,12.5,22.11,-15.72,95.1,0.0,-
970,12.52,22.34,-15.72,95.23,0.0,-
971,12.53,22.54,-15.72,95.37,0.0,-
972,12.54,22.68,-15.72,95.38,0.0,-
973,12.55,22.8,-15.72,95.32,0.0,-
974,12.56,22.89,-15.72,95.33,0.0,-
975,12.57,22.98,-15.72,95.43,0.0,-
976,12.58,23.02,-15.72,95.48,0.0,-
977,12.59,23.04,-15.72,95.58,0.0,-
978,12.6,23.05,-15.72,95.81,0.0,-
979,12.61,23.1,-15.72,96.21,0.0,-
980,12.63,23.11,-15.72,96.63,0.0,-
981,12.64,23.08,-15.72,96.98,0.0,-
982,12.65,23.08,-15.72,97.42,0.0,-
983,12.66,23.1,-15.72,98.13,0.0,-
984,12.67,23.19,-15.72,98.97,0.0,-
985,12.68,23.37,-15.72,100.13,0.0,-
986,12.69,23.6,-15.72,101.54,0.0,-
987,12.7,23.88,-15.72,102.99,0.0,-
988,12.71,24.15,-15.72,104.29,0.0,-
989,12.73,24.42,-15.72,105.49,0.0,-
990,12.74,24.71,-15.72,106.56,0.0,-
991,12.75,25.0,-15.72,107.63,0.0,-
992,12.76,25.37,-15.72,108.56,0.0,-
993,12.77,25.78,-15.72,109.58,0.0,-
994,12.78,26.13,-15.72,110.28,0.0,-
995,12.79,26.4,-15.72,110.65,0.0,-
996,12.8,26.61,-15.72,110.61,0.0,-
997,12.81,26.73,-15.72,110.15,0.0,-
998,12.83,26.78,-15.72,109.33,0.0,-
999,12.84,26.8,-15.72,108.32,0.0,-
1000,12.85,26.74,-15.72,106.93,0.0,-
1001,12.86,26.63,-15.72,105.37,0.0,-
1002,12.87,26.46,-15.72,103.57,0.0,-
1003,12.88,26.31,-15.72,101.88,0.0,-
1004,12.89,26.16,-15.72,100.29,0.0,-
1005,12.9,26.02,-15.72,98.79,0.0,-
1006,12.91,25.88,-15.72,97.29,0.0,-
1007,12.93,25.71,-15.72,95.9,0.0,-
1008,12.94,25.55,-15.72,94.58,0.0,-
1009,12.95,25.42,-15.72,93.48,0.0,-
1010,12.96,25.27,-15.72,92.33,0.0,-
1011,12.97,25.1,-15.72,91.31,0.0,-
1012,12.98,24.93,-15.72,90.29,0.0,-
1013,12.99,24.77,-15.72,89.39,0.0,-
1014,13.0,24.59,-15.72,88.62,0.0,-
1015,13.02,24.42,-15.72,87.86,0.0,-
1016,13.03,24.25,-15.72,87.25,0.0,-
1017,13.04,24.12,-15.72,86.8,0.0,-
1018,13.05,23.96,-15.72,86.38,0.0,-
1019,13.06,23.83,-15.72,86.15,0.0,-
1020,13.07,23.73,-15.72,86.05,0.0,-
1021,13.08,23.66,-15.72,86.14,0.0,-
1022,13.09,23.58,-15.72,86.31,0.0,-
1023,13.1,23.63,-15.72,86.86,0.0,-
1024,13.12,23.77,-15.72,87.8,0.0,-
1025,13.13,23.85,-15.72,88.58,0.0,-
1026,13.14,23.96,-15.72,89.48,0.0,-
1027,13.15,24.08,-15.72,90.36,0.0,-
1028,13.16,24.25,-15.72,91.5,0.0,-
1029,13.17,24.45,-15.72,92.67,0.0,-
1030,13.18,24.66,-15.72,93.97,0.0,-
1031,13.19,24.87,-15.72,95.35,0.0,-
1032,13.2,25.09,-15.72,96.67,0.0,-
1033,13.22,25.26,-15.72,97.98,0.0,-
1034,13.23,25.43,-15.72,99.13,0.0,-
1035,13.24,25.58,-15.72,100.18,0.0,-
1036,13.25,25.68,-15.72,101.06,0.0,-
1037,13.26,25.74,-15.72,101.67,0.0,-
1038,13.27,25.81,-15.72,102.32,0.0,-
1039,13.28,25.89,-15.72,103.0,0.0,-
1040,13.29,26.0,-15.72,103.74,0.0,-
1041,13.3,26.12,-15.72,104.5,0.0,-
1042,13.31,26.28,-15.72,105.25,0.0,-
1043,13.33,26.42,-15.72,105.97,0.0,-
1044,13.34,26.58,-15.72,106.67,0.0,-
1045,13.35,26.71,-15.72,107.3,0.0,-
1046,13.36,26.83,-15.72,107.8,0.0,-
1047,13.37,26.9,-15.72,108.0,0.0,-
1048,13.38,26.91,-15.72,107.99,0.0,-
1049,13.39,26.88,-15.72,107.69,0.0,-
1050,13.4,26.81,-15.72,107.21,0.0,-
1051,13.41,26.68,-15.72,106.48,0.0,-
1052,13.43,26.55,-15.72,105.76,0.0,-
1053,13.44,26.46,-15.72,105.09,0.0,-
1054,13.45,26.39,-15.72,104.47,0.0,-
1055,13.46,26.33,-15.72,103.95,0.0,-
1056,13.47,26.3,-15.72,103.56,0.0,-
1057,13.48,26.33,-15.72,103.32,0.0,-
1058,13.49,26.37,-15.72,103.24,0.0,-
1059,13.5,26.44,-15.72,103.3,0.0,-
1060,13.51,26.52,-15.72,103.56,0.0,-
1061,13.53,26.6,-15.72,103.77,0.0,-
1062,13.54,26.69,-15.72,104.08,0.0,-
1063,13.55,26.77,-15.72,104.34,0.0,-
1064,13.56,26.84,-15.72,104.66,0.0,-
1065,13.57,26.91,-15.72,104.89,0.0,-
1066,13.58,26.95,-15.72,105.13,0.0,-
1067,13.59,27.0,-15.72,105.41,0.0,-
1068,13.6,27.04,-15.72,105.59,0.0,-
1069,13.61,27.05,-15.72,105.73,0.0,-
1070,13.63,27.02,-15.72,105.66,0.0,-
1071,13.64,27.04,-15.72,105.69,0.0,-
1072,13.65,26.98,-15.72,105.41,0.0,-
1073,13.66,26.96,-15.72,105.25,0.0,-
1074,13.67,26.94,-15.72,105.0,0.0,-
1075,13.68,26.91,-15.72,104.71,0.0,-
1076,13.69,26.94,-15.72,104.5,0.0,-
1077,13.7,26.94,-15.72,104.28,0.0,-
1078,13.71,26.96,-15.72,104.01,0.0,-
1079,13.73,27.0,-15.72,103.8,0.0,-
1080,13.74,27.07,-15.72,103.59,0.0,-
1081,13.75,27.13,-15.72,103.41,0.0,-
1082,13.76,27.21,-15.72,103.21,0.0,-
1083,13.77,27.27,-15.72,102.96,0.0,-
1084,13.78,27.3,-15.72,102.55,0.0,-
1085,13.79,27.39,-15.72,102.29,0.0,-
1086,13.8,27.44,-15.72,101.86,0.0,-
1087,13.81,27.44,-15.72,101.39,0.0,-
1088,13.83,27.44,-15.72,100.92,0.0,-
1089,13.84,27.47,-15.72,100.63,0.0,-
1090,13.85,27.5,-15.72,100.38,0.0,-
1091,13.86,27.56,-15.72,100.31,0.0,-
1092,13.87,27.61,-15.72,100.32,0.0,-
1093,13.88,27.65,-15.72,100.31,0.0,-
1094,13.89,27.66,-15.72,100.34,0.0,-
1095,13.9,27.65,-15.72,100.32,0.0,-
1096,13.91,27.63,-15.72,100.34,0.0,-
1097,13.92,27.62,-15.72,100.46,0.0,-
1098,13.94,27.56,-15.72,100.52,0.0,-
1099,13.95,27.57,-15.72,100.85,0.0,-
1100,13.96,27.55,-15.72,101.12,0.0,-
1101,13.97,27.55,-15.72,101.51,0.0,-
1102,13.98,27.51,-15.72,101.76,0.0,-
1103,13.99,27.48,-15.72,102.01,0.0,-
1104,14.0,27.44,-15.72,102.29,0.0,-
1105,14.01,27.39,-15.72,102.49,0.0,-
1106,14.03,27.32,-15.72,102.57,0.0,-
1107,14.04,27.29,-15.72,102.69,0.0,-
1108,14.05,27.2,-15.72,102.57,0.0,-
1109,14.06,27.07,-15.72,102.31,0.0,-
1110,14.07,26.91,-15.72,101.87,0.0,-
1111,14.08,26.71,-15.72,101.23,0.0,-
1112,14.09,26.54,-15.72,100.63,0.0,-
1113,14.1,26.34,-15.72,99.89,0.0,-
1114,14.11,26.13,-15.72,99.14,0.0,-
1115,14.12,25.92,-15.72,98.25,0.0,-
1116,14.14,25.73,-15.72,97.43,0.0,-
1117,14.15,25.57,-15.72,96.65,0.0,-
1118,14.16,25.45,-15.72,96.1,0.0,-
1119,14.17,25.35,-15.72,95.56,0.0,-
1120,14.18,25.31,-15.72,95.25,0.0,-
1121,14.19,25.28,-15.72,94.98,0.0,-
