,seconds ,point x ,point y ,point z ,pupil diameter,flag
4014,59.49,873.65,-4.91,-221.19,5.75,-
4015,59.5,579.4,-15.72,-152.59,5.8,-
4016,59.51,817.55,-15.72,-218.51,5.65,-
4017,59.53,518.25,-15.72,-135.9,6.06,-
4018,59.54,744.9,-15.72,-203.17,5.41,-
4019,59.55,579.67,-15.72,-167.13,5.42,-
4020,59.56,343.29,-15.72,-99.84,5.31,-
4021,59.57,873.65,-14.05,-261.37,5.26,-
4022,59.58,277.21,-15.72,-84.01,5.33,-
4023,59.59,873.65,-0.74,-263.4,5.96,-
4024,59.6,873.65,-5.84,-276.64,5.9,-
4025,59.61,751.62,-15.72,-246.01,5.26,-
4026,59.63,787.46,-15.72,-260.71,5.83,-
4027,59.64,582.87,-15.72,-179.45,6.07,-
4028,59.65,873.65,-12.57,-307.2,5.87,-
4029,59.66,873.65,-8.42,-283.8,5.68,-
4030,59.67,873.65,27.63,-297.69,5.85,-
4031,59.68,873.65,-2.18,-293.67,6.08,-
4032,59.69,873.65,0.51,-308.16,5.53,-
4033,59.7,873.65,3.01,-298.13,5.85,-
4034,59.71,873.65,4.47,-316.39,5.83,-
4035,59.73,873.65,-9.41,-309.75,6.13,-
4036,59.74,545.53,-15.72,-189.32,6.07,-
4037,59.75,677.45,-15.72,-245.02,5.85,-
4038,59.76,337.3,-15.72,-118.23,5.65,-
4039,59.77,602.19,-15.72,-216.39,5.83,-
4040,59.78,377.89,-15.72,-133.83,6.1,-
4041,59.79,263.74,-15.72,-94.14,5.74,-
4042,59.8,349.56,-15.72,-130.25,6.01,-
4043,59.81,697.95,-15.72,-266.83,5.94,-
4044,59.83,873.65,-12.08,-339.08,5.89,-
4045,59.84,873.65,2.18,-357.51,6.06,-
4046,59.85,873.65,7.73,-364.3,6.17,-
4047,59.86,873.65,30.15,-398.41,6.26,-
4048,59.87,873.65,-6.43,-393.3,5.86,-
4049,59.88,873.65,25.62,-391.25,6.04,-
4050,59.89,873.65,18.67,-385.89,5.92,-
4051,59.9,873.65,8.53,-416.18,5.95,-
4052,59.91,799.38,-15.72,-353.9,6.04,-
4053,59.93,873.65,-9.76,-391.2,6.04,-
4054,59.94,873.65,-14.39,-412.25,6.0,-
4055,59.95,873.65,-6.3,-404.51,6.12,-
4056,59.96,873.65,-1.02,-365.21,6.07,-
4057,59.97,873.65,4.47,-374.65,6.08,-
4058,59.98,873.65,11.89,-402.37,6.08,-
4059,59.99,873.65,15.63,-416.28,6.08,-
4060,60.0,873.65,27.13,-436.68,6.09,-
4061,60.01,873.65,20.31,-431.82,6.07,-
4062,60.03,873.65,10.65,-436.6,6.09,-
4063,60.04,873.65,17.81,-434.51,6.12,-
4064,60.05,873.65,28.21,-451.53,6.06,-
4065,60.06,873.65,10.48,-422.46,5.98,-
4066,60.07,873.65,9.84,-420.66,6.03,-
4067,60.08,873.65,16.0,-427.16,6.08,-
4068,60.09,873.65,2.77,-429.92,5.96,-
4069,60.1,873.65,1.11,-386.8,5.98,-
4070,60.11,873.65,9.25,-396.71,6.17,-
4071,60.12,873.65,3.31,-407.27,6.06,-
4072,60.14,873.65,-12.96,-372.71,6.04,-
4073,60.15,873.65,17.67,-414.83,6.02,-
4074,60.16,873.65,-5.29,-373.43,5.95,-
4075,60.17,873.65,-15.38,-401.79,5.92,-
4076,60.18,873.65,-10.82,-381.67,5.82,-
4077,60.19,873.65,-2.64,-352.16,6.05,-
4078,60.2,873.65,-3.41,-355.24,5.91,-
4079,60.21,873.65,-5.98,-350.54,5.83,-
4080,60.23,873.65,5.77,-338.06,5.88,-
4081,60.24,607.2,-15.72,-212.56,5.51,-
4082,60.25,307.14,-15.72,-82.11,5.26,-
4083,60.26,368.85,-15.72,-87.02,6.14,-
4084,60.27,381.34,-15.72,-84.43,6.03,-
4085,60.28,814.1,-15.72,-181.54,6.06,-
4086,60.29,641.52,-15.72,-124.41,6.05,-
4087,60.3,432.34,-15.72,-82.88,6.02,-
4088,60.31,427.6,-15.72,-78.91,6.12,-
4089,60.32,873.65,-1.55,-176.46,6.03,-
4090,60.34,873.65,20.07,-202.53,6.01,-
4091,60.35,547.8,-15.72,-111.59,5.7,-
4092,60.36,873.65,-12.54,-133.04,5.68,-
4093,60.37,505.39,-15.72,-74.48,5.62,-
4094,60.38,873.65,-14.23,-127.41,6.03,-
4095,60.39,873.65,0.67,-131.62,6.15,-
4096,60.4,522.2,-15.72,-72.99,6.02,-
4097,60.41,621.88,-15.72,-98.12,5.97,-
4098,60.42,293.14,-15.72,-34.78,6.11,-
4099,60.44,668.6,-15.72,-90.79,5.93,-
4100,60.45,719.55,-15.72,-102.73,5.79,-
4101,60.46,873.65,-14.14,-131.39,6.1,-
4102,60.47,873.65,17.48,-144.57,5.81,-
4103,60.48,873.65,4.69,-132.89,5.92,-
4104,60.49,873.65,-14.06,-111.08,6.03,-
4105,60.5,873.65,9.5,-114.39,5.87,-
4106,60.51,677.33,-15.72,-24.86,5.27,-
4107,60.52,678.3,-15.72,-19.62,0.0,-
4108,60.54,676.64,-15.72,-14.41,0.0,-
4109,60.55,672.54,-15.72,-9.55,0.0,-
4110,60.56,665.95,-15.72,-4.89,0.0,-
4111,60.57,661.73,-15.72,-0.41,0.0,-
4112,60.58,656.76,-15.72,3.67,0.0,-
4113,60.59,651.53,-15.72,7.54,0.0,-
4114,60.6,645.82,-15.72,11.15,0.0,-
4115,60.61,636.84,-15.72,14.35,0.0,-
4116,60.63,630.45,-15.72,17.33,0.0,-
4117,60.64,623.15,-15.72,19.98,0.0,-
4118,60.65,613.55,-15.72,22.23,0.0,-
4119,60.66,606.31,-15.72,24.32,0.0,-
4120,60.67,602.0,-15.72,26.24,0.0,-
4121,60.68,596.05,-15.72,27.96,0.0,-
4122,60.69,592.41,-15.72,29.35,0.0,-
4123,60.7,589.95,-15.72,30.65,0.0,-
4124,60.71,583.9,-15.72,31.46,0.0,-
4125,60.73,579.2,-15.72,31.97,0.0,-
4126,60.74,574.04,-15.72,32.42,0.0,-
4127,60.75,569.06,-15.72,32.57,0.0,-
4128,60.76,563.41,-15.72,32.68,0.0,-
4129,60.77,558.35,-15.72,32.51,0.0,-
4130,60.78,553.4,-15.72,32.39,0.0,-
4131,60.79,549.06,-15.72,32.23,0.0,-
4132,60.8,541.95,-15.72,31.84,0.0,-
4133,60.81,535.7,-15.72,31.51,0.0,-
4134,60.83,527.05,-15.72,31.1,0.0,-
4135,60.84,521.55,-15.72,30.92,0.0,-
4136,60.85,513.92,-15.72,30.68,0.0,-
4137,60.86,507.24,-15.72,30.57,0.0,-
4138,60.87,499.51,-15.72,30.58,0.0,-
4139,60.88,493.95,-15.72,30.76,0.0,-
4140,60.89,487.23,-15.72,31.06,0.0,-
4141,60.9,482.44,-15.72,31.56,0.0,-
4142,60.91,476.88,-15.72,32.17,0.0,-
4143,60.93,474.46,-15.72,33.05,0.0,-
4144,60.94,472.29,-15.72,34.1,0.0,-
4145,60.95,472.47,-15.72,35.58,0.0,-
4146,60.96,474.95,-15.72,37.34,0.0,-
4147,60.97,478.6,-15.72,39.39,0.0,-
4148,60.98,485.74,-15.72,41.9,0.0,-
4149,60.99,492.41,-15.72,44.53,0.0,-
4150,61.0,498.72,-15.72,47.41,0.0,-
4151,61.01,505.03,-15.72,50.52,0.0,-
4152,61.03,512.35,-15.72,53.97,0.0,-
4153,61.04,519.14,-15.72,57.57,0.0,-
4154,61.05,523.41,-15.72,61.13,0.0,-
4155,61.06,529.18,-15.72,65.17,0.0,-
4156,61.07,533.61,-15.72,69.16,0.0,-
4157,61.09,873.65,80.83,437.85,6.0,-
4158,61.1,873.65,45.56,430.66,5.63,-
4159,61.11,121.17,-15.72,74.11,5.48,-
4160,61.12,164.92,-15.72,92.14,5.55,-
4161,61.14,67.82,-15.72,38.99,5.28,-
4162,61.15,595.2,-15.72,325.12,5.78,-
4163,61.16,394.83,-15.72,217.4,5.86,-
4164,61.17,354.45,-15.72,202.06,5.72,-
4165,61.18,166.55,-15.72,118.28,4.98,-
4166,61.19,320.27,-15.72,213.61,5.84,-
4167,61.2,267.52,-15.72,148.69,5.88,-
4168,61.21,370.57,-15.72,200.23,5.9,-
4169,61.23,258.89,-15.72,147.97,5.69,-
4170,61.24,318.94,-15.72,189.45,5.58,-
4171,61.25,266.46,-15.72,150.75,5.7,-
4172,61.26,363.3,-15.72,205.98,5.62,-
4173,61.27,278.53,-15.72,156.3,5.78,-
4174,61.28,246.02,-15.72,141.88,5.65,-
4175,61.29,349.04,-15.72,203.27,5.69,-
4176,61.3,374.97,-15.72,218.54,5.85,-
4177,61.31,196.49,-15.72,109.21,5.74,-
4178,61.32,218.38,-15.72,124.46,5.75,-
4179,61.34,171.2,-15.72,100.77,5.8,-
4180,61.35,276.53,-15.72,165.1,5.75,-
4181,61.36,142.64,-15.72,89.36,5.72,-
4182,61.37,164.87,-15.72,99.86,5.62,-
4183,61.38,297.27,-15.72,149.35,5.86,-
4184,61.39,261.32,-15.72,148.69,5.85,-
4185,61.4,266.8,-15.72,151.59,5.85,-
4186,61.41,296.39,-15.72,176.77,5.69,-
4187,61.42,519.55,-15.72,314.37,5.75,-
4188,61.44,268.97,-15.72,161.76,5.81,-
4189,61.45,254.09,-15.72,153.21,5.78,-
4190,61.46,218.36,-15.72,138.38,5.69,-
4191,61.47,393.44,-15.72,235.01,5.75,-
4192,61.48,651.09,-15.72,394.18,5.8,-
4193,61.49,609.91,-15.72,370.17,5.79,-
4194,61.5,326.79,-15.72,200.86,5.78,-
4195,61.51,312.62,-15.72,191.51,5.76,-
4196,61.52,306.75,-15.72,191.16,5.76,-
4197,61.54,311.17,-15.72,194.64,5.74,-
4198,61.55,150.01,-15.72,104.38,5.81,-
4199,61.56,169.7,-15.72,116.8,5.98,-
4200,61.57,169.21,-15.72,116.81,5.76,-
4201,61.58,173.8,-15.72,119.66,5.77,-
4202,61.59,181.4,-15.72,124.74,5.76,-
4203,61.6,172.95,-15.72,119.02,5.75,-
4204,61.61,150.2,-15.72,103.6,5.76,-
4205,61.62,175.93,-15.72,121.46,5.76,-
4206,61.64,661.46,-15.72,412.72,5.81,-
4207,61.67,661.77,-15.72,388.96,5.86,-
4208,61.68,306.14,-15.72,183.74,5.79,-
4209,61.69,447.3,-15.72,272.46,5.85,-
4210,61.74,668.11,-15.72,443.31,5.84,-
4211,61.82,393.25,-15.72,256.35,5.84,-
4212,63.51,298.12,-15.72,195.4,5.62,-
4213,63.52,193.08,-15.72,122.44,5.82,-
4214,63.54,417.01,-15.72,248.15,5.76,-
4215,63.55,250.12,-15.72,154.34,5.97,-
4216,63.56,193.05,-15.72,113.58,5.49,-
4217,63.57,259.28,-15.72,157.42,5.72,-
4218,63.58,254.9,-15.72,152.73,6.04,-
4219,63.59,435.32,-15.72,262.57,6.15,-
4220,63.62,543.57,-15.72,336.37,5.75,-
4221,63.66,597.02,-15.72,364.93,6.12,-
4222,63.68,504.34,-15.72,309.24,6.13,-
4223,63.69,779.8,-15.72,468.42,6.15,-
4224,63.72,556.41,-15.72,331.72,5.47,-
4225,63.75,412.53,-15.72,253.41,6.35,-
4226,63.76,296.4,-15.72,183.38,5.74,-
4227,63.77,421.99,-15.72,259.63,5.77,-
4228,63.78,373.3,-15.72,230.84,5.94,-
4229,63.79,440.85,-15.72,273.03,5.84,-
4230,63.8,661.61,-15.72,421.49,5.81,-
4231,63.87,217.67,-15.72,132.74,5.88,-
4232,63.89,473.52,-15.72,285.92,5.85,-
4233,64.03,873.65,29.1,483.34,5.87,-
4234,64.05,873.65,41.22,460.1,5.84,-
4235,64.06,873.65,32.32,476.1,5.8,-
4236,64.07,873.65,28.17,473.72,5.81,-
4237,64.08,873.65,29.1,471.65,5.8,-
4238,64.09,873.65,31.02,470.14,5.81,-
4239,64.1,873.65,33.15,468.01,5.85,-
4240,64.11,873.65,34.83,474.39,5.85,-
4241,64.12,873.65,39.88,468.93,5.84,-
4242,64.13,873.65,40.56,469.21,5.86,-
4243,64.15,873.65,35.53,466.97,5.84,-
4244,64.16,873.65,35.57,464.63,5.84,-
4245,64.17,873.65,27.56,457.0,5.76,-
4246,64.2,873.65,1.65,480.7,5.79,-
4247,64.21,873.65,-3.9,476.53,5.72,-
4248,64.22,873.65,11.21,464.66,5.76,-
4249,64.23,873.65,8.14,481.5,5.82,-
4250,64.25,873.65,-4.25,474.47,5.8,-
4251,64.26,873.65,5.0,471.15,5.8,-
4252,64.27,873.65,14.79,467.46,5.8,-
4253,64.31,873.65,63.0,483.06,5.88,-
4254,64.33,873.65,14.91,472.06,5.82,-
4255,64.35,873.65,26.54,444.19,5.9,-
4256,64.36,873.65,11.92,477.65,5.63,-
4257,64.37,873.65,11.0,477.39,0.0,-
4258,64.38,873.65,9.68,477.34,0.0,-
4259,64.39,873.65,8.35,477.74,0.0,-
4260,64.4,233.97,-15.72,540.4,6.26,-
4261,64.41,224.15,-15.72,518.64,0.0,-
4262,64.42,59.44,-15.72,34.37,3.19,-
4263,64.43,58.98,-15.72,34.21,0.0,-
4264,64.45,58.52,-15.72,34.04,0.0,-
4265,64.46,873.65,63.64,430.82,5.57,-
4266,64.47,873.65,61.81,432.8,0.0,-
4267,64.48,873.65,60.07,434.84,0.0,-
4268,64.49,330.17,-15.72,260.3,5.8,-
4269,64.51,411.29,-15.72,308.36,5.78,-
4270,64.52,145.05,-15.72,143.96,5.47,-
4271,64.53,356.35,-15.72,291.52,5.56,-
4272,64.55,388.45,-15.72,319.73,6.03,-
4273,64.56,291.82,-15.72,241.22,5.68,-
4274,64.57,219.64,-15.72,168.67,5.86,-
4275,64.58,873.65,62.37,482.29,5.82,-
4276,64.59,489.97,-15.72,233.38,5.99,-
4277,64.6,217.04,-15.72,157.56,6.03,-
4278,64.61,292.84,-15.72,199.53,6.06,-
4279,64.62,690.98,-15.72,515.86,6.09,-
4280,64.63,179.44,-15.72,127.6,5.97,-
4281,64.65,403.87,-15.72,301.52,6.11,-
4282,64.66,336.15,-15.72,246.39,6.32,-
4283,64.67,267.29,-15.72,232.48,5.77,-
4284,64.68,503.4,-15.72,389.98,5.77,-
4285,64.69,459.25,-15.72,361.09,5.72,-
4286,64.7,667.9,-15.72,507.99,5.69,-
4287,64.71,715.34,-15.72,525.23,5.82,-
4288,64.72,583.98,-15.72,431.73,5.88,-
4289,64.76,810.75,-15.72,572.02,5.91,-
4290,64.77,756.01,-15.72,528.78,5.94,-
4291,64.78,687.17,-15.72,481.52,5.94,-
4292,64.8,663.06,-15.72,445.09,5.92,-
4293,64.81,483.05,-15.72,311.6,5.89,-
4294,64.82,541.67,-15.72,346.16,5.89,-
4295,64.83,602.54,-15.72,385.85,5.89,-
4296,64.85,429.66,-15.72,274.45,5.91,-
4297,64.86,568.47,-15.72,353.7,5.93,-
4298,64.87,645.09,-15.72,392.78,5.95,-
4299,64.88,587.75,-15.72,359.54,5.94,-
4300,64.9,537.05,-15.72,329.42,5.89,-
4301,64.91,321.9,-15.72,195.31,5.93,-
4302,64.92,341.41,-15.72,212.0,5.94,-
4303,64.93,404.69,-15.72,255.54,5.96,-
4304,64.95,410.6,-15.72,264.39,5.93,-
4305,64.96,454.49,-15.72,295.36,5.91,-
4306,64.97,442.93,-15.72,288.75,5.89,-
4307,64.98,499.77,-15.72,325.44,5.91,-
4308,64.99,508.4,-15.72,330.61,5.9,-
4309,65.0,477.55,-15.72,311.31,5.89,-
4310,65.01,804.63,-15.72,503.42,5.84,-
4311,65.02,664.4,-15.72,413.77,5.89,-
4312,65.03,681.26,-15.72,423.58,5.88,-
4313,65.05,706.57,-15.72,449.7,5.87,-
4314,65.06,677.54,-15.72,431.6,5.82,-
4315,65.07,510.24,-15.72,324.45,5.84,-
4316,65.09,591.98,-15.72,375.59,5.79,-
